image_id,bboxes,kfold,label
26d597b4facb,"[[0.6154559740566038, 0.1733333362068965, 0.8437578608490567, 0.6526436810344828]]",3,opacity
26ee2cdb1285,"[[0.1659863958060288, 0.2503401376146789, 0.4027210779816514, 0.7102041218872871], [0.5809523820445609, 0.2095238106159895, 0.872108876146789, 0.7537414613368283]]",1,opacity
26f643772090,"[[0.1879151958486776, 0.0587155591513843, 0.4837709306996987, 0.537614656598346]]",4,opacity
26fb5ac9fce6,"[[0.1684746132971506, 0.254593177381353, 0.3977208887381275, 0.4138232985526758], [0.1764100678426051, 0.460192480646247, 0.380968276797829, 0.6351706395153147], [0.6595906648575305, 0.2694663177381353, 0.8703209192672999, 0.658792652305621]]",2,opacity
270bbfe1f9e5,"[[0.0932330686090225, 0.5486238732798165, 0.4090225563909775, 0.7541284403669725]]",2,opacity
273722673feb,"[[0.2433573647757256, 0.2585019745484401, 0.3224510949868073, 0.4133478407224959], [0.650875385883905, 0.2250460344827586, 0.7693099604221635, 0.4468037931034483]]",4,opacity
275ca4ed9c8a,"[[0.5589225589622642, 0.3324883764367816, 0.7418631179245283, 0.7864791293103448], [0.1560044882075471, 0.3639395431034483, 0.332210983490566, 0.7222093160919539]]",2,opacity
276f6e25e85f,"[[0.6180081414473685, 0.675, 0.936266327537594, 0.9383333342889908], [0.1781835996240601, 0.7633333342889909, 0.288822697368421, 0.868333334288991]]",1,opacity
278bacb81a4c,"[[0.5597419929245283, 0.1632653074712643, 0.7975933490566037, 0.6993197040229885], [0.1789564716981132, 0.1238095229885057, 0.4424913066037736, 0.6666666637931034]]",2,opacity
279b24991da3,"[[0.2670621563088512, 0.25, 0.3612711958568738, 0.405], [0.6029378625235405, 0.225, 0.8022787288135593, 0.44]]",2,opacity
279e73ff65b6,"[[0.3021973537735849, 0.5033333333333333, 0.4184709386792453, 0.6833333333333333], [0.627763391509434, 0.4333333333333333, 0.7878105613207548, 0.8133333333333334], [0.1736124481132075, 0.3533333333333333, 0.2721030141509434, 0.5166666666666667]]",0,opacity
27aa1d7c5cfe,"[[0.7636278195488722, 0.3447247763761468, 0.8848684210526315, 0.7529816571100918], [0.2119360902255639, 0.4376146846330275, 0.5230263157894737, 0.7380734002293579]]",4,opacity
27aae8370c1e,"[[0.652971985190409, 0.0870748287671232, 0.8446072249647391, 0.6421768493150685], [0.2674601410437235, 0.0612244905821917, 0.5296978420310297, 0.5551020547945206]]",0,opacity
27adbea6c748,"[[0.5476080853314528, 0.0862385273972602, 0.9123406875881522, 0.7284403681506849], [0.0730386565585331, 0.093577966609589, 0.4221645557122708, 0.743119267979452]]",1,opacity
27b51f932133,"[[0.6626148660714286, 0.4133282339449541, 0.9433166588345864, 0.748190619266055]]",4,opacity
27bd4ea4ed28,"[[0.0775119619422572, 0.678271155362776, 0.3454545406824147, 0.8277888998422712]]",3,opacity
27c31f4e3bda,"[[0.6727272713717694, 0.1334436842105263, 0.8382775497017894, 0.610091975308642]]",3,opacity
27c6b4e08f27,"[[0.1024356699576868, 0.0433333347602739, 0.431913808180536, 0.776666669520548], [0.5705691925246826, 0.116666665239726, 0.8698451692524684, 0.858333330479452]]",4,opacity
27c93fadef8a,"[[0.2226190484022556, 0.5565175917431193, 0.4369047626879699, 0.8099579587155963], [0.7151002514097744, 0.3959671330275229, 0.8382205521616541, 0.8718845642201835]]",0,opacity
282846988f20,"[[0.2214527256944444, 0.4094612047244094, 0.3240707152777778, 0.5152377992125984], [0.2680972673611111, 0.2127167401574803, 0.3567218923611111, 0.3015690787401575], [0.6962941458333334, 0.5088912047244094, 0.8147712777777778, 0.6506318425196851], [0.66737453125, 0.3079156732283464, 0.7643951736111111, 0.4200388622047243]]",4,opacity
28322cd5b3a4,"[[0.6140897214386459, 0.3802879366438356, 0.7667029654442876, 0.7060063056506849], [0.1095601022566995, 0.3422169220890411, 0.3673998272214386, 0.6645511857876713]]",0,opacity
2839d43f4706,"[[0.5598958327325162, 0.3594021315789474, 0.8261718889689978, 0.8465440877192982], [0.1914062509012256, 0.6342610701754386, 0.417968752703677, 0.8473361403508772]]",4,opacity
286d9132f875,"[[0.2481289663716814, 0.3272593879173291, 0.4598656920353982, 0.7003434777424483], [0.7413882831858406, 0.3067798290937997, 0.9237831964601768, 0.7546588632750397]]",1,opacity
2870e488fd4d,"[[0.7466666690699352, 0.2693402894736842, 0.8683332804614277, 0.6718541842105263], [0.2099999639509733, 0.2652847456140351, 0.3408333093006488, 0.5339653333333333]]",2,opacity
2881f01cf3f1,"[[0.1635956020187455, 0.2300884912280701, 0.3139168493150684, 0.762536894736842], [0.6836586373467916, 0.5398230087719298, 0.8509516438356164, 0.7359881842105263]]",2,opacity
289aa511da37,"[[0.1252106344339622, 0.126076724137931, 0.4218006556603774, 0.7202958620689655], [0.5106190518867925, 0.1569954425287356, 0.8421019646226416, 0.6748840229885057]]",4,opacity
28c11c43c67e,"[[0.032222231638418, 0.0983333318965517, 0.3571751518361582, 0.7233333318965518]]",1,opacity
28cd1f82f1be,"[[0.1297497943925233, 0.4207235568181818, 0.3805803551401868, 0.8782042840909091], [0.5549989626168225, 0.2298541022727273, 0.8249325327102803, 0.8539668920454545]]",2,opacity
28e9e044dc31,"[[0.1227278278301886, 0.3282845747126436, 0.3657557405660377, 0.7845743534482759], [0.6018115518867925, 0.2918784540229885, 0.7980266816037737, 0.7700118735632183]]",1,opacity
2905f86286db,"[[0.0900960793963254, 0.1486238722397476, 0.3435189960629921, 0.5633027523659305], [0.6259481364829397, 0.2146788880126183, 0.8442582349081366, 0.6311926616719242]]",2,opacity
29087adf8365,"[[0.4956758262295082, 0.5847607562032296, 0.6368684557377049, 0.8045830405671525]]",2,opacity
2909830fc390,"[[0.5431909797932332, 0.17786561353211, 0.8995165742481204, 0.8722002924311927], [0.0875261278195488, 0.4479578383027523, 0.3034810220864661, 0.8260869753440367]]",0,opacity
292c0aeda46d,"[[0.1560736597222222, 0.2696493346456693, 0.3405674895833333, 0.5755743582677165], [0.634904451388889, 0.3337363976377953, 0.7831393923611112, 0.7049576968503938]]",3,opacity
293dfd740406,"[[0.253953488700565, 0.5811900215517242, 0.4195348834745762, 0.860529198275862]]",2,opacity
294cda0e3c4a,"[[0.169439125, 0.0587156120689655, 0.45858575, 0.5614678908045977], [0.5865933278301887, 0.2550458735632184, 0.7100830542452831, 0.4201834856321839]]",1,opacity
2956ded61ed6,"[[0.6329755261299436, 0.35, 0.7940866384180791, 0.7833333318965517], [0.1783145091807909, 0.0766666681034482, 0.4172504802259887, 0.6266666681034482]]",2,opacity
2967d69518ac,"[[0.5715670582706767, 0.2133333342889908, 0.7942111677631579, 0.4266666685779816], [0.5789787030075187, 0.5651758342889909, 0.7857456203007518, 0.7314602379587156], [0.2152568984962406, 0.5456804214449541, 0.3656328383458647, 0.6936162012614678]]",4,opacity
29a62f1d3a51,"[[0.3504248810382119, 0.4836759385964913, 0.4070745710165825, 0.6166868070175439], [0.6575259697188176, 0.4026602192982456, 0.7807639149242971, 0.7412333684210526]]",2,opacity
29a6a36c2d8c,"[[0.4605804919962335, 0.348206474137931, 0.7171656803201506, 0.8241469770114943], [0.1122553884180791, 0.2773403189655172, 0.3516393079096045, 0.9763779224137932]]",0,opacity
29b23a11d1e4,"[[0.0812036513157894, 0.1616666685779816, 0.4718552796052631, 0.8016666685779817], [0.5128327232142857, 0.17, 0.8515796311090226, 0.8383333342889908]]",4,opacity
29b8064bf6bb,"[[0.0716666642335766, 0.3040203724315068, 0.3341666642335766, 0.723348279109589], [0.5558333321167883, 0.1828160573630137, 0.7825000364963504, 0.793725047089041]]",0,opacity
29d069e58dc4,"[[0.2291873362068965, 0.5287828938679245, 0.5418007586206897, 0.7064144292452831], [0.6730583247126436, 0.4802631910377358, 0.9726462327586206, 0.7245065966981132]]",4,opacity
29e17eb29c38,"[[0.0995603385899814, 0.5530382050243112, 0.3555569341372913, 0.7037271961102107], [0.7038441512059369, 0.5290431442463533, 0.947755069573284, 0.6720537155591573]]",3,opacity
29f06cd1c344,"[[0.0763747425952045, 0.2329604238013699, 0.2780040691114245, 0.8214365282534247], [0.4969450387870239, 0.2836484546232877, 0.7637474823695346, 0.9055045162671232]]",2,opacity
29f2f88bcabe,"[[0.2823823801691729, 0.5437905561926606, 0.5276785714285714, 0.762318185206422], [0.6830792692669173, 0.5378384403669725, 0.9095601409774436, 0.7070485407110091]]",3,opacity
2a00cffa80b0,"[[0.1931837853107344, 0.2681965718390804, 0.3186193220338983, 0.3745284252873563]]",3,opacity
2a03d1c9b41f,"[[0.7002060384233191, 0.4666666666666666, 0.8465326366346472, 0.6566666666666666], [0.0733295892679695, 0.2483333333333333, 0.326075531632991, 0.715]]",4,opacity
2a0e69dfaa72,"[[0.0362962182203389, 0.5813577413793104, 0.2239839724576271, 1.0]]",4,opacity
2a1fbe855dee,"[[0.617806647834275, 0.1032448390804597, 0.8171716643126178, 0.7064896551724138], [0.1804117984934086, 0.1651917413793103, 0.3918595621468926, 0.7595870114942528]]",3,opacity
2a29437b06df,"[[0.4367053820754717, 0.0695322385057471, 0.7469527240566038, 0.7016434626436782], [0.0662762641509434, 0.1327433620689655, 0.2831381391509434, 0.7332490775862068]]",2,opacity
2a4cc75d97c1,"[[0.1806331320621468, 0.0489390862068965, 0.3218940995762712, 0.5243553318965518], [0.67863792019774, 0.0479648706896551, 0.8813514512711864, 0.5467622284482758]]",2,opacity
2a7181500a00,"[[0.2020173120300751, 0.3406720871559633, 0.3720048402255638, 0.7578215510321101], [0.6910876127819549, 0.6152954644495413, 0.8886150469924812, 0.8308227092889908]]",4,opacity
2a7f96c98513,"[[0.2268215642655367, 0.3314020689655172, 0.4204700388418079, 0.7392815775862069], [0.590387104519774, 0.3082271163793103, 0.8533314300847458, 0.777520275862069]]",2,opacity
2a8d9af039bd,"[[0.1702325564971751, 0.6686254655172414, 0.4381395303672316, 0.8832397025862069], [0.5590697563559323, 0.4914835, 0.7944186016949154, 0.690200448275862]]",4,opacity
2ab080e51a21,"[[0.504557293064877, 0.2693301087294191, 0.8515625023969319, 0.804079229574402], [0.0878906263982103, 0.2383209878844361, 0.3457031255992329, 0.8730587045666356]]",3,opacity
2ac033960d10,"[[0.6427151765536724, 0.6264859396551724, 0.8499520338983051, 0.8824693836206897], [0.1937020197740113, 0.6545939267241379, 0.38531385240113, 0.8915041465517242]]",0,opacity
2ac27ce316d5,"[[0.1483007255936675, 0.1016265317460317, 0.4490216259894459, 0.7757017023809524], [0.5870236873350924, 0.1115394047619047, 0.8918640567282322, 0.8996125793650794]]",1,opacity
2ad6ea7e7941,"[[0.5443434873060649, 0.1681415924657534, 0.8820829442877293, 0.7625368792808219], [0.1288511459802538, 0.227138642979452, 0.3754737870239774, 0.7817108904109588]]",4,opacity
2ae32e83cddc,"[[0.663299661971831, 0.2931608837856645, 0.8013468309859156, 0.5282809638135003]]",3,opacity
2ae75e3c1a63,"[[0.0943578142655367, 0.5090689224137931, 0.2815772846045197, 0.6251511594827586], [0.6154025035310734, 0.6493348965517242, 0.6986111793785311, 0.7085853017241379]]",1,opacity
2af4fdd6b125,"[[0.1702695818692902, 0.3724770772532189, 0.4196329374560787, 0.8110091759656652]]",1,opacity
2afda837a767,"[[0.1951219478383458, 0.3998442259174312, 0.5051594736842105, 0.8954722677752294], [0.5867729840225564, 0.3969826318807339, 0.8606941752819549, 0.9097801720183486]]",1,opacity
2b0a6fed98fb,"[[0.1618100071377587, 0.5320526669046769, 0.4655625945753033, 0.7743061370938951], [0.6440563847251963, 0.5685995287397357, 0.8966616274089937, 0.8118971938593359]]",0,opacity
2b37bc3747ad,"[[0.5879804378342246, 0.3166146004680709, 0.8256547660427807, 0.7007684520227349], [0.0716535461229946, 0.4958083182881979, 0.2976197459893048, 0.7944645135406219]]",1,opacity
2b3e7de602cc,"[[0.5851883333333333, 0.6633333333333333, 0.7094350376647834, 0.8066666666666668], [0.1578342843691149, 0.2716666666666666, 0.2984651694915254, 0.4449999999999999], [0.2397551883239171, 0.5433333333333333, 0.3462523634651601, 0.6966666666666667]]",0,opacity
2b73d6e95825,"[[0.1249129229323308, 0.43, 0.490978085056391, 0.75], [0.6098126715225564, 0.44, 0.9185094149436088, 0.7366666657110092], [0.6098126738721804, 0.15, 0.7996748284774436, 0.355]]",2,opacity
2b77161dd937,"[[0.5819909793498261, 0.2086174975124378, 0.7429743426702106, 0.6929685696517414], [0.1402780474340625, 0.1796722164179104, 0.3956309466366796, 0.8454136840796019]]",0,opacity
2b77b097df2a,"[[0.6222747108603667, 0.3028695761986301, 0.8415437693935119, 0.7535974828767124], [0.1953644111424541, 0.2181690539383561, 0.4453644111424541, 0.7031804666095891]]",4,opacity
2b89836e651a,"[[0.1978138636363636, 0.4235752267047483, 0.272649371657754, 0.528988714744734], [0.5966625467914438, 0.2417369725098179, 0.7430441076203208, 0.4797957193859336], [0.2381099164438503, 0.2540352124241342, 0.3195243883689839, 0.3181617636558372]]",4,opacity
2b96751bae1a,"[[0.1271543451066961, 0.1504587159353348, 0.385268804267844, 0.7100917413394918], [0.5358078403237675, 0.2862385219399538, 0.7711164679911701, 0.5339449515011547]]",0,opacity
2bb988c34102,"[[0.532130077574048, 0.096666665239726, 0.9247582334273624, 0.686666665239726], [0.1683312976022567, 0.0833333347602739, 0.5101648660084627, 0.715]]",1,opacity
2bbfbda5bf88,"[[0.6002071645480226, 0.3983333318965517, 0.8432391807909604, 0.62], [0.0622598940677966, 0.05, 0.302561211158192, 0.6516666681034483]]",4,opacity
2bbfe094d9c4,"[[0.0633146945488721, 0.5584285665137615, 0.3083266776315789, 0.976192932912844], [0.6147911513157894, 0.6129619065366972, 0.8039372086466166, 0.8466762299311926]]",3,opacity
2bcb650baf45,"[[0.7339534887005649, 0.3938283534482759, 0.8418604555084744, 0.5800545086206897]]",4,opacity
2bdc5555d9d7,"[[0.1540112359022556, 0.3889937012614679, 0.4266787969924812, 0.6588050000000001], [0.620484022556391, 0.239937115825688, 0.8941824718045113, 0.6726415166284403]]",3,opacity
2c1d9b4830aa,"[[0.6712239592382225, 0.2819256950521709, 0.8450521249582359, 0.7161066846179738], [0.2089843735382559, 0.1651821541568495, 0.4466145673237554, 0.6800342712891283]]",3,opacity
2c297acf1d25,"[[0.1578411535688536, 0.6449592543859649, 0.3431772242249459, 0.8221316754385964], [0.6313645638067772, 0.4293788245614034, 0.8655804397981255, 0.8481500526315788], [0.2169042754145638, 0.2955702631578947, 0.4358452343186734, 0.5916836315789474]]",1,opacity
2c2cb3af5448,"[[0.1977510444797458, 0.5990939992774567, 0.2948566441620333, 0.7100792413294797]]",2,opacity
2c4e95472ebb,"[[0.6741344198113208, 0.4007420977011494, 0.9755600518867926, 0.8027366149425287], [0.328920570754717, 0.3262986695402299, 0.5366599150943396, 0.594295025862069]]",4,opacity
2c501267c8db,"[[0.6419550833333333, 0.1553911202830188, 0.9278776408045976, 0.5052854174528302], [0.1087481149425287, 0.2019027240566037, 0.4449003333333333, 0.5824524316037737]]",1,opacity
2c520dcf9515,"[[0.6858034672304439, 0.2445917124463519, 0.9258499436222692, 0.721328313304721], [0.1806454157857646, 0.2504628540772532, 0.3561010747004933, 0.7119344892703863]]",4,opacity
2c61598e8b03,"[[0.1191445974576271, 0.0512535689655172, 0.2739307462335217, 0.4863262557471264], [0.703665988700565, 0.109677632183908, 0.921588622881356, 0.7187793764367816]]",1,opacity
2ca1a13e2349,"[[0.5841857476635515, 0.5126859261363637, 0.7439227943925234, 0.7287839147727272], [0.1395123551401869, 0.3989501306818182, 0.3021275373831776, 0.5984251931818182]]",4,opacity
2cb791040cb1,"[[0.63399999017038, 0.2699999999999999, 0.8723333224115334, 0.5333333322411533], [0.0856666579292267, 0.4233333322411533, 0.46399999017038, 0.6683333322411533]]",0,opacity
2ce04c0ddb64,"[[0.2517707122708039, 0.1156462585616438, 0.4646987623413258, 0.6653061429794521], [0.5935762658674189, 0.1183673458904109, 0.8188317172073344, 0.7088435402397261]]",2,opacity
2ce4a103d25d,"[[0.1290684643143544, 0.1837645421076852, 0.352413023255814, 0.8033541233317993], [0.7283950601443464, 0.4954915140358951, 0.8989898877305532, 0.852302982052462]]",1,opacity
2cfc6491579a,"[[0.23082359437751, 0.3637138128169663, 0.5120339718875502, 0.5374787367450439]]",0,opacity
2cfd932d8b97,"[[0.2064699770942408, 0.3428485534591195, 0.4325356839005236, 0.6895765801886792], [0.6414446204188482, 0.3852803066037736, 0.8099846793193718, 0.7477686949685535]]",3,opacity
2d156fcdc54e,"[[0.2022756951871658, 0.2696253895018388, 0.3171360427807486, 0.4187728050819124], [0.3734617914438503, 0.2331671313941825, 0.4452495086898395, 0.4463926980942828], [0.7025808656417113, 0.2110712203276496, 0.8748713870320857, 0.6231600066867269]]",0,opacity
2d20205cca4d,"[[0.2093812256944444, 0.6727091749999999, 0.2940425833333333, 0.7838645708333333], [0.7721302083333333, 0.5388446458333334, 0.8518114340277778, 0.7551792833333334]]",3,opacity
2d36cfe06dd6,"[[0.1387652165725047, 0.5842044626436782, 0.372308943032015, 0.8362674856321839]]",2,opacity
2d409ccd6f6d,"[[0.1760765554511278, 0.4556297018348624, 0.3100478336466165, 0.7533778125]]",0,opacity
2d53afe5684b,"[[0.2233333344327176, 0.2398134841269841, 0.4116666688654353, 0.5907394007936507], [0.5883333344327176, 0.2157499880952381, 0.814166632585752, 0.5365965714285714]]",4,opacity
2d5e59b1aeec,"[[0.2368921052631579, 0.1076178956422018, 0.4261712312030075, 0.3083434174311926], [0.7135583811090226, 0.3228536869266055, 0.8731077796052632, 0.6118501118119266]]",0,opacity
2d608b540059,"[[0.6153737475409836, 0.5906135447026388, 0.9462114426229508, 0.8005990350531705]]",1,opacity
2d67d7a11651,"[[0.6350919957686882, 0.225, 0.961824481664316, 0.941666665239726], [0.1477389174894217, 0.2283333347602739, 0.4621159732016925, 0.926666669520548]]",2,opacity
2d72d653c4ed,"[[0.1517612308321406, 0.2158442985074626, 0.2701822756082601, 0.5920504253731342]]",0,opacity
2d82eacde0dd,"[[0.1607655519215045, 0.1832526218905472, 0.3157894848732624, 0.6059706218905473], [0.673684210956664, 0.229833119402985, 0.8516747056418643, 0.6362479452736318]]",3,opacity
2d9270f6aa14,"[[0.1664978736208625, 0.4166666655382532, 0.3673158843196256, 0.745], [0.6817112905382815, 0.3366666655382532, 0.795288689401538, 0.4816666655382532]]",1,opacity
2d98d29e714e,"[[0.5784216705646509, 0.4158415840916751, 0.7482208219178081, 0.600990074148972]]",3,opacity
2da1eb17b0b7,"[[0.703125, 0.3693676228932585, 0.805989613749114, 0.5009676509831461], [0.1523437491141034, 0.3932362570224719, 0.3033854075124025, 0.5880558883426967]]",0,opacity
2da7581bab1e,"[[0.653143600147547, 0.2789317416425918, 0.8446270269273332, 0.677151324803962], [0.1524224529693839, 0.4557863268675196, 0.4144524234599778, 0.7080118572018159]]",2,opacity
2db0feefc063,"[[0.4827825986842106, 0.3066666657110092, 0.872068355263158, 0.9066666657110092], [0.063446757518797, 0.3016666657110092, 0.4540983858082706, 0.8866666657110092]]",4,opacity
2db404b60c2d,"[[0.523114349964863, 0.3844884506437768, 0.8081707905832748, 0.6674917296137338], [0.134032575544624, 0.4183168326180257, 0.4447576036542516, 0.7533003519313305]]",0,opacity
2db8cefa1c69,"[[0.226021682330827, 0.4272367660550458, 0.3536280239661654, 0.8516041628440366], [0.6955796499060151, 0.3509116943807339, 0.9115929910714284, 0.7752791255733946]]",0,opacity
2dbf9696cd79,"[[0.2508333097643097, 0.2058299966566365, 0.365, 0.3241599832831828], [0.8208333333333333, 0.4441449414911401, 0.9408332996632996, 0.628673543965229], [0.7866666666666667, 0.2256895753928452, 0.8675000673400672, 0.3208500568371782]]",2,opacity
2dd56460ae48,"[[0.1910519953825857, 0.5175332519788919, 0.2406287862796833, 0.5707376286279684]]",2,opacity
2dee71f3479c,"[[0.1729391607898448, 0.312027236346516, 0.2518427997179125, 0.4251436016949153], [0.5716102574047955, 0.4794837994350282, 0.7643012588152328, 0.8820449670433145]]",0,opacity
2df3529c0288,"[[0.1836260596804511, 0.371541502293578, 0.4319741964285714, 0.8458498308486238], [0.5593875986842105, 0.417654807912844, 0.8401289544172932, 0.7667983686926605]]",1,opacity
2dfb1892020b,"[[0.702402233992467, 0.3203125, 0.8832042302259887, 0.73828125], [0.2703974670433144, 0.2949218764367816, 0.3951988441619585, 0.7812500028735633]]",0,opacity
2dff913a5fa3,"[[0.0108294682369735, 0.34, 0.1890991577444682, 0.6666666654766155]]",0,opacity
2e16a6f0bf59,"[[0.1262720943396226, 0.4430082270114942, 0.3500266037735848, 0.7344300862068965], [0.7329168844339623, 0.6368977672413794, 0.8669766886792454, 0.7802584741379311]]",3,opacity
2e25f3c0102a,"[[0.2063931937172775, 0.2804474017295597, 0.4085844109947644, 0.5783688993710692], [0.727309512434555, 0.2864297602201258, 0.920536590314136, 0.7482679363207547], [0.3119708704188481, 0.6657113797169811, 0.4693413743455498, 0.7889480306603774]]",4,opacity
2e37fb0a6193,"[[0.6814695919811321, 0.3339449540229885, 0.8998355306603774, 0.8128440488505747]]",2,opacity
2e637e229e50,"[[0.1977627480371163, 0.545, 0.4293467344753747, 0.7083333345233845], [0.594287851534618, 0.5666666654766155, 0.785886113490364, 0.693333330953231]]",4,opacity
2e843c5e5ab4,"[[0.0383690996042216, 0.1219865517241379, 0.3693816094986807, 0.6186430213464696]]",1,opacity
2ea9add1d985,"[[0.6087836155660378, 0.4217269051724138, 0.8707358537735849, 0.8149127844827586], [0.1346800471698113, 0.3695447988505747, 0.4165525636792453, 0.793069117816092]]",3,opacity
2eab3a031ef1,"[[0.1912517363721804, 0.3610062901376146, 0.3170189638157895, 0.5698113044724771], [0.6479311630639097, 0.2477987413990825, 0.8015321569548872, 0.6452829873853212]]",3,opacity
2eb83e7d6a43,"[[0.7079249565508021, 0.338018816449348, 0.8512025334224599, 0.6453086459378135], [0.207026547459893, 0.4033752323637579, 0.3709360962566845, 0.5627531661651621], [0.3273797125668449, 0.0834727616181879, 0.4569026403743315, 0.2187720160481444]]",2,opacity
2ec8c6e591f6,"[[0.1213426998689384, 0.304750871559633, 0.3194887057667103, 0.5399768250327655]]",2,opacity
2ed1dfce5a95,"[[0.054747448275862, 0.2373015872641509, 0.2075297787356321, 0.4888888891509434]]",1,opacity
2eef05cdb887,"[[0.6033333321377331, 0.5323970650730412, 0.8374999641319942, 0.7823173616644532]]",4,opacity
2eefbd9bc7b9,"[[0.5675282052186178, 0.0972972988013698, 0.8509981558533145, 0.6486486686643835], [0.1534543300423131, 0.0684684674657534, 0.3820112341325811, 0.7279279537671234]]",4,opacity
2efce4f80222,"[[0.571363116197183, 0.3059096174698795, 0.7892268515258216, 0.6037079939759036]]",0,opacity
2f1ce67c8d80,"[[0.6758202612994351, 0.2352259540229885, 0.8134625282485876, 0.5156431034482759]]",4,opacity
2f21be53ee88,"[[0.587825134180791, 0.3711711724137931, 0.7811880155367231, 0.6468468735632185], [0.1346770715630885, 0.3027027040229885, 0.3944622810734463, 0.6558558706896551]]",3,opacity
2f425fbd336f,"[[0.6416521405075187, 0.2429593663990825, 0.8169509022556392, 0.561373755733945], [0.1864728406954887, 0.1663940682339449, 0.4175485291353383, 0.5613737729357798]]",0,opacity
2f6019c75d6d,"[[0.1793152379248658, 0.5126849882035727, 0.3566123542039356, 0.6353065722952478]]",3,opacity
2f628d08955d,"[[0.6240435353773585, 0.1788413103448276, 0.7529109764150944, 0.3660789482758621], [0.1823107287735849, 0.1796809367816092, 0.3304738301886792, 0.454240117816092]]",3,opacity
2fa1e735585b,"[[0.4095804254617414, 0.3499957224958949, 0.6038035125329816, 0.7677761781609196], [0.0450385949868073, 0.3487559934318555, 0.2651581167546173, 0.786371724137931]]",0,opacity
2fc613ae8cd2,"[[0.2304357827926657, 0.3560517037671232, 0.4549919569816644, 0.8237368022260274], [0.6253449506346968, 0.3207990582191781, 0.9525001022566996, 0.7191539426369863]]",2,opacity
2fd784cf972d,"[[0.6409630178907721, 0.2108108103448276, 0.9287932062146892, 0.7333333247126437], [0.1479615419020715, 0.1747747758620689, 0.4136509675141243, 0.6360360775862068]]",0,opacity
2fdadd2d1472,"[[0.1065971468926553, 0.3677689310344827, 0.3956864936440677, 0.6370784784482758], [0.5402311652542372, 0.4261414439655172, 0.8097581073446327, 0.7073908232758621]]",3,opacity
2fde99e8eece,"[[0.2240314161631419, 0.1307748160535117, 0.3687530777945619, 0.3431169941471572], [0.663939339123867, 0.5096848160535117, 0.932708172205438, 0.9089389757525084]]",4,opacity
2fdf3a91ebb5,"[[0.6067174859022557, 0.2718078383027523, 0.8667765836466166, 0.791403256880734], [0.1560174107142857, 0.1820480418577981, 0.3590914708646616, 0.7218710493119266]]",1,opacity
2feb3afc8481,"[[0.7149063435495367, 0.2502492510865931, 0.9030116928011404, 0.5832502474088934], [0.2356097291518175, 0.2642073788030759, 0.4077739166072701, 0.4975075025075225]]",1,opacity
2ffa902abb0c,"[[0.1749803726415094, 0.2716666666666666, 0.3541784858490566, 0.7533333333333333], [0.7084709386792453, 0.3966666666666666, 0.8603105613207547, 0.8066666666666666]]",3,opacity
300b663f5b0e,"[[0.6297260169491525, 0.5284339870689655, 0.8390078072033899, 0.8967628448275863], [0.0699690077683615, 0.3254592974137931, 0.3516393079096045, 0.8705161594827586]]",2,opacity
30124d722883,"[[0.6016255948963317, 0.5027522926829268, 0.8519101913875597, 0.7119266202090592], [0.0943373524720893, 0.2899082369337979, 0.3194255183413078, 0.4899082578397213], [0.0674611578947368, 0.5339449442508711, 0.3076671770334928, 0.7541284425087108]]",4,opacity
30159ae10968,"[[0.07906052259887, 0.3106918232758621, 0.2346587217514124, 0.6062892931034483]]",2,opacity
3020a0522e22,"[[0.763635038841808, 0.3842556767241379, 0.9596577189265536, 0.795011676724138], [0.2132389053672316, 0.5775526120689656, 0.4737512005649717, 0.8542479137931035]]",0,opacity
3030bfea4cc1,"[[0.1333333396226415, 0.2355076896551724, 0.3499999976415094, 0.6517912040229885], [0.5266666556603774, 0.2253544195402299, 0.7249999929245282, 0.734032566091954]]",1,opacity
30353c8bddab,"[[0.0506099164345403, 0.3299004263245033, 0.2068599094707521, 0.7043149586092716], [0.708504651810585, 0.4775155587748344, 0.8450177681058496, 0.9027644205298012]]",3,opacity
3041c13193cf,"[[0.5488281261770245, 0.3978785143678161, 0.824218752354049, 0.8246430632183909], [0.1080729166666666, 0.3637055603448276, 0.3626302095103578, 0.7849070689655172]]",1,opacity
305f8804441a,"[[0.6914528812368236, 0.4434284248927038, 0.8727277687983134, 0.7208116266094421], [0.3557955692199578, 0.4324790815450643, 0.5540027371749825, 0.7159452060085837]]",3,opacity
30782c5ea39a,"[[0.6510181084905661, 0.4866666666666666, 0.9355464103773584, 0.7883333333333332]]",0,opacity
307f96b74288,"[[0.2028907803672316, 0.0966666681034482, 0.5469585769774011, 0.6566666681034483], [0.5933804237288135, 0.1316666681034483, 0.9729473199152542, 0.7416666681034483]]",2,opacity
30987888d494,"[[0.7353109432695536, 0.61988599, 0.876305031889896, 0.8378717766666667], [0.138316985565626, 0.58001054, 0.3016202651896609, 0.7678682099999999]]",2,opacity
309bf31ca42f,"[[0.6766268260292164, 0.553822627785059, 0.9103585657370518, 0.7818698099606816], [0.140947885126162, 0.240386117300131, 0.4347469090305444, 0.3936109043250327]]",1,opacity
30a121f4b0ef,"[[0.2512678110328638, 0.4603241837349398, 0.2932085974178404, 0.6392874246987953], [0.6081757042253522, 0.4400641957831325, 0.7644257042253522, 0.6325340753012049], [0.6287349149061033, 0.1361643885542168, 0.7405770393192489, 0.248438484939759]]",4,opacity
